	species	caste	ID_number	date_of_collection	investigator	collection_site	Region	Latitude	Longitude	Forage_Plant	Temperature 	Wind	r.H.	H.I.	Time_of_Day	date_of_dissection	date_of_DNA_extraction	Concentration	Purity	QPCR_Concentration	QPCR_Purity	DNA_Storage	QPCR_Order	Year	CBombiConc	site_collapsed	site_collapsed_10k	Positive	days_Since_May1	faithpd	PC1	PC2	site_trip	Gammaproteobacteria	Alphaproteobacteria	Betaproteobacteria	Bifidobacterium	Bombiscardovia	Lactobacillus	Apibacter	Snodgrassella	Gilliamella	Schmidhempelia	core	Pseudomonadota	date_no_year	Month	site_year	trip_int
68	ruf	W	TWM180724-001	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/25/18	9/18/18	20.9	1.89	31.3	1.56	2018_1	37.0	2018	11976.692290083100	Allen_Island	Allen_Island	1.0	84	6.15347665327862	-0.1311077096800880	-0.08908576041835260	Allen Island7/24/18	0.9850897688145600	0.0003074274471224790	0.002274963108706350	0.0004918839153959670	0.0	0.00018445646827348700	0.0	0.002274963108706350	0.000983767830791933	0.0017830791933103800	0.005718150516478110	0.9876721593703890	7/24/23	July	Allen_Island2018	40
69	bor	M	TWM180724-004	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/25/18	9/18/18	14.8	2.05	26.8	1.6	2018_1	22.0	2018	13.325734035157500	Allen_Island	Allen_Island	0.0	84	3.617590370996810	-0.010208130240914900	0.1504066699767560	Allen Island7/24/18	0.20307211413997100	0.0	0.7945691465390770	0.0005081836748391550	0.0	0.0014957859108473200	0.0	0.7945691465390770	0.20214204213130300	0.0001821790532442250	0.9988973373093110	0.9976412606790490	7/24/23	July	Allen_Island2018	40
7	vag	M	MY180814-013	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/11/18	29.8	1.92	29.8	1.92	2018_1	5.0	2018	4847.670704083540	Allen_Island	Allen_Island	1.0	105	6.774164969130850	-0.08492239905600560	-0.07182843757193740	Allen Island; Garden8/14/18	0.9549227557411270	0.031649269311064700	0.0005010438413361170	0.0014363256784968700	0.0	0.0	0.0	0.00043423799582463500	0.00038413361169102300	0.0008517745302713990	0.003106471816283930	0.9870730688935280	8/14/23	August	Allen_Island2018	43
70	tern	W	TWM180802-010	8/2/18	TM	Swans Island; Quarry	Swans Island	44.1399	-68.4339	rosa rugosa	72.0	1.5			13:56	8/6/18	9/11/18	18.2	1.91	31.7	1.5	2018_1	10.0	2018	50213.84737427050	Swans_Island_ME	Swans_Island_ME	1.0	93	2.506757292009980	-0.12519335219603700	-0.09354699321339780	Swans Island; Quarry8/2/18	0.9926893284680880	0.0	0.00044811471736764600	0.0	0.005876704436335700	0.0	0.0	0.00044811471736764600	0.09082645157160230	0.9016836310095380	0.9988349017348440	0.9931374431854560	8/2/23	August	Swans_Island_ME2018	57
71	bor	W	TWM180814-003	8/14/18	TM	Allen Island; Trail	Allen Island	43.8755	-69.3113	Thistle					10:00	8/16/18	10/18/18	45.7	1.93	45.7	1.93	2018_2	82.0	2018	77874.58464703860	Allen_Island	Allen_Island	1.0	105	4.684427344699050	-0.009038349979644890	-0.13324856566588200	Allen Island; Trail8/14/18	0.6889507892293410	0.08793841914517630	0.0013777817713481300	0.032617485847785100	0.00023961422110402300	0.040404948033665800	0.0	0.0013777817713481300	0.13571150447779100	0.0008386497738640790	0.21118998412555800	0.7782669901458650	8/14/23	August	Allen_Island2018	49
72	tern	W	MY180719-005	7/19/18	TM	Manset Union Church	MDI	44.2662	-68.3096		75.0	0.0			15:05	7/25/18	10/19/18	27.1	2.17	27.1	2.17	2018_2	95.0	2018	11464.177508961700	MDI_Southwest_Harbor	MDI_Southwest_Harbor	1.0	79	6.789556355556960	-0.04385453508234890	0.08406650023151350	Manset Union Church7/19/18	0.4269855575828190	0.00043964740278296800	0.5158602800553960	0.0	0.05190037589852940	0.0	0.0	0.5157503682047000	0.42034688180079600	0.0	0.987997625904025	0.9432854850409970	7/19/23	July	MDI_Southwest_Harbor2018	41
73	bor	M	TWM180724-021	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/30/18	10/9/18	18.2	1.7	41.2	1.67	2018_1	73.0	2018	64.45836728233370	Allen_Island	Allen_Island	1.0	84	4.186210860455710	-0.09362396655537140	-0.06969806953387350	Allen Island7/24/18	0.8167092726005110	0.00020915640250987700	0.09460841273530100	0.026586102719033200	0.0	0.06023704392284450	0.0	0.09460841273530100	0.5810132465721590	0.17408784568905400	0.9365326516383920	0.9115268417383220	7/24/23	July	Allen_Island2018	40
74	imp	W	MY180719-003	7/19/18	TM	Brown Family Farm	MDI	44.3288	-68.2073		75.0	1.5			13:23	7/25/18	10/9/18	32.3	1.87	32.3	1.87	2018_1	61.0	2018	2.17629179628986	MDI_Acadia	MDI_Bar_Harbor	0.0	79	1.947681733841890	-0.08509233762033370	-0.02725074998863430	Brown Family Farm7/19/18	0.6022022615356560	0.00015958416925041000	0.2683521794637970	0.0	0.0	0.025943826372423900	0.10106237461243800	0.2683521794637970	0.5475788801750870	0.05462338136056900	0.997560641984315	0.8707140251687030	7/19/23	July	MDI_Acadia2018	54
75	vag	W	MY180814-009	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/25/18	15.0	1.86	37.3	1.63	2018_1	48.0	2018	5481.654940559290	Allen_Island	Allen_Island	1.0	105	4.563208505695370	-0.15130542526391300	-0.09251336802485020	Allen Island; Garden8/14/18	0.9940040189278540	0.002236338886368060	0.0008750891294483700	0.0	0.0	0.0	0.0	0.0008102677124521940	0.0005833927529655800	0.0011667855059311600	0.0025604459713489300	0.9971154469436700	8/14/23	August	Allen_Island2018	43
76	bim	M	TWM180724-026	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/30/18	9/18/18	60.1	1.95	60.1	1.95	2018_1	36.0	2018	13.693991967777500	Allen_Island	Allen_Island	0.0	84	8.985719570157530	0.04211281214620920	-0.17538973188861000	Allen Island7/24/18	0.6535947712418300	0.26514161220043600	0.00718954248366013	0.0	0.0	0.0	0.0	0.00718954248366013	0.004139433551198260	0.2019607843137260	0.21328976034858400	0.9259259259259260	7/24/23	July	Allen_Island2018	40
77	bim	W	MY180711-001	7/11/18	TM	Baileyville Big Stop	Washington	45.1235	-67.3506		70.0	1.5			12:37	7/25/18	9/18/18	30.5	1.82	30.5	1.82	2018_1	21.0	2018	373.9473673390870	Baring_ME	Baring_ME	1.0	71	3.729038806325210	-0.04890091525793680	0.0653288161612716	Baileyville Big Stop7/11/18	0.46443667831586000	0.0007155932767515390	0.49191213180229700	0.00013313363288400700	0.011349642203361600	0.03072058578798470	3.32834082210018E-05	0.49182892328174400	0.4581461141620900	0.005641537693459810	0.9978532201697450	0.9570644033949080	7/11/23	July	Baring_ME2018	48
78	tern	W	TWM180814-018	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/11/18	28.0	1.74	28.0	1.74	2018_1	18.0	2018	3.8693532921432700	Allen_Island	Allen_Island	0.0	105	6.066394237085390	-0.03441277911596600	-0.13719433818773100	Allen Island; Garden8/14/18	0.8530049763940280	0.1375526349368380	0.003189996172004590	0.00012759984688018400	0.0	0.00034026625834715700	0.0003827995406405510	0.003189996172004590	0.00306239632512441	0.0005954659521075240	0.007698524095104420	0.9937476075028710	8/14/23	August	Allen_Island2018	43
81	tern	W	TWM180703-002	7/3/18	TM	West Forks	Somerset	45.3164	-69.9796		90.0	0.0			15:00	7/6/18	10/9/18	32.3	1.8	32.3	1.8	2018_1	71.0	2018	1.2706179083947500	The_Forks_ME	The_Forks_ME	0.0	63	8.153295358163710	-0.0011103208631477700	-0.005470689339971960	West Forks7/3/18	0.9554073492873020	0.0006538511834706420	0.015038577219824800	0.0	0.0	0.0005230809467765140	0.0017000130770236700	0.011377010592389200	0.007715443964953580	0.0030077154439649500	0.024323264025107900	0.9710997776905980	7/3/23	July	The_Forks_ME2018	62
82	bor	M	DRA180814-005	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/25/18	20.2	1.95	35.2	1.61	2018_1	59.0	2018	2.166659514507450	Allen_Island	Allen_Island	0.0	105	5.463953456311000	-0.03741758013223200	0.020932635715972500	Allen Island; Garden8/14/18	0.7619235940836830	0.001107332120541010	0.13469904294866700	0.027920588467926900	0.0	0.0693071264731472	0.0	0.13469904294866700	0.2117179466898680	0.22027999683619400	0.6639247014158030	0.897729969152891	8/14/23	August	Allen_Island2018	43
83	ruf	M	MY180814-002	8/14/18	TM	Allen Island; Trail	Allen Island	43.8755	-69.3113	Thistle					10:00	8/16/18	9/25/18	19.9	1.82	39.6	1.67	2018_1	47.0	2018	6494.539247423420	Allen_Island	Allen_Island	1.0	105	5.476920086278110	-0.0031351836831009900	0.008200597484566150	Allen Island; Trail8/14/18	0.5071412313645160	0.09639239786047570	0.33097189029247800	0.0021338340730624800	0.0	0.008876749743939910	0.0	0.33097189029247800	0.08660521224536250	0.0005690224194833280	0.4291567087743260	0.934505519517469	8/14/23	August	Allen_Island2018	49
84	bim	W	TWM180629-007	6/29/18	TM	Round The Island Rd	Vinalhaven	44.074	-68.8397						12:40	7/2/18	9/18/18	71.9	2.05	71.9	2.05	2018_1	35.0	2018	21.864138204763900	Vinalhaven_ME	Vinalhaven_ME	1.0	59	4.658067509911460	-0.020001149659687600	0.14148446258001700	Round The Island Rd6/29/18	0.23437783667985900	5.44642532950873E-05	0.7475763407283690	0.0	0.007788388221197490	0.0	0.009531244326640280	0.7475763407283690	0.2339965869067940	0.00038124977306561100	0.9992738099560660	0.9820086416615230	6/29/23	June	Vinalhaven_ME2018	58
85	bim	W	TWM180719-002	7/19/18	TM	Schooner Head Rd	MDI	44.3459	-68.1789		73.0	1.5			12:49	7/25/18	9/18/18	45.9	2.05	45.9	2.05	2018_1	20.0	2018	4655.966114098790	MDI_Acadia	MDI_Bar_Harbor	1.0	79	2.956623449855950	-0.07925152745109560	0.028950403811342300	Schooner Head Rd7/19/18	0.5748098055790360	9.39231708462478E-05	0.41889734197426500	0.0	0.0	0.0	0.0	0.41889734197426500	0.0010096740865971600	0.5696205503897810	0.9895275664506430	0.9938010707241480	7/19/23	July	MDI_Acadia2018	51
86	per	M	TWM180814-001	8/14/18	TM	Allen Island; Trail	Allen Island	43.8755	-69.3113	Thistle					10:00	8/16/18	9/11/18	35.0	1.86	35.0	1.86	2018_1	8.0	2018	8.241690079437180	Allen_Island	Allen_Island	0.0	105	6.277197850718060	0.4221118305468060	-0.14103069579446300	Allen Island; Trail8/14/18	0.0634755747519204	0.7615975506410430	0.0006287416965091170	0.0001366829775019820	0.0	0.0	0.0	0.0006287416965091170	0.0008474344605122880	0.001011454033514670	0.0026243131680380500	0.8257018670894730	8/14/23	August	Allen_Island2018	49
89	bim	W	MY180711-003	7/11/18	TM	Love Lake Road	Washington	45.0037	-67.5528		70.0				13:14	7/25/18	10/9/18	25.3	1.79	25.3	1.79	2018_1	70.0	2018	1.1068792701826700	Love Lake Road	Crawford_ME	0.0	71	7.478090182433510	-0.08032648388236820	0.0009693656406716970	Love Lake Road7/11/18	0.6789633265954380	0.00036095870632399700	0.29454230436038100	0.0	0.0014438348252959900	0.0	0.0	0.29317066127635	0.6641640196361540	0.00418712099335836	0.962965636731158	0.9738665896621430	7/11/23	July	Love Lake Road2018	42
9	tern	W	TWM180802-008	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/6/18	10/18/18	20.0	1.77	44.0	1.6	2018_2	77.0	2018	5.010030103970490	Swans_Island_ME	Swans_Island_ME	0.0	93	6.448678398296000	-0.07421457666369270	0.024455321267143200	Swans Island; Roadside8/2/18	0.566612874305182	0.0	0.36567599067599100	0.0	0.06118881118881120	8.9653935807782E-05	0.0	0.36551909628832700	0.1462255693024920	0.4012686031916800	0.9742917339071180	0.9322888649811730	8/2/23	August	Swans_Island_ME2018	52
90	vag	M	MY180814-012	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/25/18	27.7	1.8	27.7	1.8	2018_1	58.0	2018	7826.894492857040	Allen_Island	Allen_Island	1.0	105	9.737380175318600	-0.05886098052057350	-0.0922717868642315	Allen Island; Garden8/14/18	0.7777777777777780	0.07035487370215400	0.0973190763985743	0.0035642336897567000	0.0	0.0	0.0	0.0804277080427708	0.019370835270416900	0.0032543003254300300	0.10661707732837400	0.9454517278785060	8/14/23	August	Allen_Island2018	43
91	bor	M	MY180814-005	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/25/18	22.5	2.06	37.0	1.65	2018_1	46.0	2018	62.08242696349510	Allen_Island	Allen_Island	1.0	105	5.057851281133250	0.006687724458280250	0.12362108428578900	Allen Island; Garden8/14/18	0.24456018678419000	0.05097882099387980	0.6884903913902440	0.004448558363151570	0.0	0.003868311620131800	0.001409170661619440	0.6884903913902440	0.23628476299683600	0.0002348617769365740	0.9347360568089190	0.9840293991683130	8/14/23	August	Allen_Island2018	43
92	vag	M	TWM180724-013	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/25/18	9/18/18	27.4	1.79	27.4	1.79	2018_1	34.0	2018	35548.60918044770	Allen_Island	Allen_Island	1.0	84	8.408335842292420	0.03389980847898990	0.20993990380119100	Allen Island7/24/18	0.009901862843039310	0.015719574543104000	0.9143209731445030	0.0	0.05379914203443620	5.87647646471176E-05	0.0	0.9136745607333840	0.0060527707586531100	0.000852089087383205	0.9744373273785040	0.9399424105306460	7/24/23	July	Allen_Island2018	40
93	bor	M	TWM180724-005	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/25/18	9/18/18	11.0	1.88	25.1	1.51	2018_1	24.0	2018	15.44612052971460	Allen_Island	Allen_Island	0.0	84	6.919286720785390	-0.11428391326148400	-0.08140111902300920	Allen Island7/24/18	0.9589766810052070	0.0015395064523432200	0.02961285940683720	0.0006791940230925970	0.0	0.0012678288431061800	0.0	0.029522300203758200	0.008648403894045730	0.0023545392800543400	0.042472266244057100	0.9901290468643880	7/24/23	July	Allen_Island2018	40
95	vag	W	MY180731-001	7/31/18	TM	Eustis Parking Lot; Colby College	Kennebec	44.563	-69.661		83.0	2.0			13:26	8/6/18	10/18/18	19.7	2.06	39.5	1.37	2018_2	85.0	2018	26903.52183533190	Colby_College	Colby_College	1.0	91	4.363612317806900	-0.05904878658917560	0.07285470142467100	Eustis Parking Lot; Colby College7/31/18	0.4457500469727850	0.0	0.5342612264955410	0.00015898480972408900	0.01839887843443320	0.000549220251774126	0.0	0.5342612264955410	0.09777565798031480	0.347511887727818	0.9986558556996060	0.980011273468326	7/31/23	July	Colby_College2018	46
97	bor	W	TWM180703-004	7/3/18	TM	Bingham	Somerset	44.9787	-69.8669						15:45	7/6/18	10/19/18	53.5	1.95	53.5	1.95	2018_2	97.0	2018	2.190577257763570	Solon_ME	Solon_ME	0.0	63	4.64433372258347	-0.034021532769755700	0.08916970399419510	Bingham7/3/18	0.362001387163895	0.0	0.5604142135909800	0.015258802845299000	0.0	0.02087197767633920	0.02396890172105100	0.5604142135909800	0.3616304014710390	0.00012903850186299300	0.9822733358065710	0.9224156007548750	7/3/23	July	Solon_ME2018	55
98	tern	W	TWM180802-009	8/2/18	TM	Swans Island; Quarry	Swans Island	44.1399	-68.4339	rosa rugosa	72.0	1.5			13:56	8/3/18	10/20/18	25.3	1.83	25.3	1.83	2018_2	109.0	2018	75696.69891346280	Swans_Island_ME	Swans_Island_ME	1.0	93	2.888364468895940	0.13884498365027900	0.07010490633493280	Swans Island; Quarry8/2/18	0.8419073117868300	0.1562121501880540	0.0006055969911391600	0.0	0.0	0.0	0.0	0.0004462293618920130	0.0	0.0	0.0004462293618920130	0.9987250589660230	8/2/23	August	Swans_Island_ME2018	57
99	tern	W	TWM180802-005	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/6/18	10/20/18	28.8	1.97	28.8	1.97	2018_2	123.0	2018	8.289544705084020	Swans_Island_ME	Swans_Island_ME	0.0	93	1.34589188874343	-0.053021745096981500	0.08017902376390860	Swans Island; Roadside8/2/18	0.43329735078486900	0.00031484729905995600	0.5634192416677910	0.0	0.0029685602482795800	0.0	0.0	0.5634192416677910	0.3042549363558670	0.12904241442900200	0.99968515270094	0.9970314397517200	8/2/23	August	Swans_Island_ME2018	52
AO190715_001	imp	W	AO190715-001	7/15/19	JL	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.6612	catmint	84.6	1.1	56.0	82.9	16:00	7/26/19	10/2/20	31.3	1.93	31.3	1.93	2019_3	186.0	2019	0.0	Colby_College	Colby_College	0.0	75	2.477266042389590	-0.11296306714679100	-0.0769884571705603	Eustis Parking Lot; Colby College 7/15/19	0.9008350199855580	0.002471496424975340	0.0704630750297495	0.015317175374538500	0.002756277906042450	0.005410848140275220	0.0	0.0704630750297495	0.0412119486172842	0.8586466777189000	0.9938060027867900	0.9737695914402820	7/15/23	July	Colby_College2019	81
AOI190709_001	bor	W	AOI190709-001	7/9/19	JL	Allen Island	Allen Island									7/12/19	9/21/20	59.2	1.95	59.2	1.95	2019_2	112.0	2019	24.318192663231700	Allen_Island	Allen_Island	1.0	69	1.664251288091150	-0.12433864308221400	-0.08826547491296940	Allen Island7/9/19	0.9779165553934960	0.0	0.02050165369050310	0.0	0.0	0.0005341112183898600	0.0010476796976108800	0.02050165369050310	0.5557632654738180	0.001170936132623920	0.579017646212946	0.9984182090839990	7/9/23	July	Allen_Island2019	82
DRA190709_001	vag	W	DRA190709-001	7/9/19	JL	Allen Island	Allen Island				78.7	2.0			10:10	7/16/19	9/20/20	61.8	2.05	61.8	2.05	2019_2	96.0	2019	1.261908907635270	Allen_Island	Allen_Island	0.0	69	1.930107982543730	0.01709717638113400	0.1990529947793030	Allen Island7/9/19	0.03506805444355490	0.0	0.9582065652522020	0.002081665332265810	0.0033626901521217000	0.0	0.0012810248198558800	0.9582065652522020	0.016813450760608500	0.018254603682946400	1.0	0.9932746196957570	7/9/23	July	Allen_Island2019	82
DRA190709_003	bim	W	DRA190709-003	7/9/19	JL	Allen Island	Allen Island			salvia	83.1	3.2			16:20	7/12/19	9/21/20	42.8	1.94	42.8	1.94	2019_2	108.0	2019	11020.876587496400	Allen_Island	Allen_Island	1.0	69	1.738894652199620	-0.054773458826208900	0.07822362797723410	Allen Island7/9/19	0.43210517211555100	0.0013069634242441700	0.5577082011954870	0.0	0.008879663264717750	0.0	0.0	0.5577082011954870	0.1956601126294950	0.23644505948605600	0.9986930365757560	0.9911203367352820	7/9/23	July	Allen_Island2019	82
DRA190709_004	imp	W	DRA190709-004	7/9/19	JL	Allen Island	Allen Island			salvia	83.1	3.2			16:20	7/12/19	9/25/20	30.8	2.15	30.8	2.15	2019_2	117.0	2019	5217.292302982290	Allen_Island	Allen_Island	1.0	69	2.008126266621910	-0.08305684542657060	0.014630663584606300	Allen Island7/9/19	0.6370799762455570	0.00031022593311528900	0.3575043653220590	0.0017461288235346300	0.0021538543356290100	0.000877496210811817	0.0	0.3575043653220590	0.3566800506997810	0.2799124276508810	0.998874323042696	0.9948945675007310	7/9/23	July	Allen_Island2019	82
DRA190709_006	vag	W	DRA190709-006	7/9/19	JL	Allen Island	Allen Island			salvia	83.1	3.2			16:20	7/12/19	9/25/20	32.3	2.19	32.3	2.19	2019_2	116.0	2019	136193.1172755400	Allen_Island	Allen_Island	1.0	69	3.14307603797763	0.05874393234036800	0.10646946132636100	Allen Island7/9/19	0.9684484441071240	0.012794101702266100	0.012360403339477400	0.0	0.0	0.0	0.0	0.012360403339477400	0.003794860674400950	0.002927463948823590	0.01908272796270190	0.9936029491488670	7/9/23	July	Allen_Island2019	82
DRA190709_007	vag	M	DRA190709-007	7/9/19	JL	Allen Island	Allen Island			salvia	83.1	3.2			16:20	7/12/19	9/21/20	39.8	1.9	39.8	1.9	2019_2	110.0	2019	39875.71243875890	Allen_Island	Allen_Island	1.0	69		0.1905180171129990	-0.04829151612809140	Allen Island7/9/19	0.5492063492063490	0.21975308641975300	0.01904761904761910	0.0	0.2109347442680780	0.0010582010582010600	0.0	0.01904761904761910	0.0345679012345679	0.010582010582010600	0.2761904761904760	0.7880070546737220	7/9/23	July	Allen_Island2019	82
DRA190709_008	vag	W	DRA190709-008	7/9/19	JL	Allen Island	Allen Island			apple						7/16/19	9/20/20	30.6	2.23	30.6	2.23	2019_2	94.0	2019	12437.19308123280	Allen_Island	Allen_Island	1.0	69	6.276111303255800	0.04289853564300810	-0.012603961916762600	Allen Island7/9/19	0.5174581005586590	0.15931763766959300	0.27484038308060700	0.002094972067039110	0.004289704708699120	0.006484437350359140	0.004988028731045490	0.27484038308060700	0.19124102154828400	0.17807262569832400	0.6620111731843580	0.9516161213088590	7/9/23	July	Allen_Island2019	82
DRA190709_009	vag	W	DRA190709-009	7/9/19	JL	Allen Island	Allen Island			apple						7/12/19	9/26/20	25.8	2.25	25.8	2.25	2019_2	134.0	2019	19088.93119222430	Allen_Island	Allen_Island	1.0	69	3.147335660621720	0.11012715294628200	-0.030247417247377900	Allen Island7/9/19	0.8351231432062250	0.15420230210275900	0.006237540994148290	0.0	0.0	0.0	0.0	0.006237540994148290	0.004887145521188350	0.002314963667931320	0.013439650183268000	0.9955629863031320	7/9/23	July	Allen_Island2019	82
DRA190709_010	bim	W	DRA190709-010	7/9/19	JL	Allen Island	Allen Island			apple						7/12/19	9/25/20	45.4	2.24	45.4	2.24	2019_2	120.0	2019	12943.273542492600	Allen_Island	Allen_Island	1.0	69	3.64235828165939	0.053137295050026400	0.11285377331144000	Allen Island7/9/19	0.9641593100362070	0.009316138480940560	0.017859322240755100	0.0035800008136365500	0.003783409950774990	0.0	0.0	0.017859322240755100	0.0006915910662706970	0.0010577275131198900	0.026972051584557200	0.9913347707579020	7/9/23	July	Allen_Island2019	82
DRA190709_011	bim	W	DRA190709-011	7/9/19	JL	Allen Island	Allen Island			apple						7/15/19	9/21/20	46.1	1.89	46.1	1.89	2019_2	99.0	2019	6946.534962362780	Allen_Island	Allen_Island	1.0	69	2.231175709323640	-0.10733578337787600	-0.09989207028602580	Allen Island7/9/19	0.9731999505989870	0.021777613107735400	0.004157918570664030	0.0	0.0	0.0	0.0003705075954057060	0.004157918570664030	0.10991725330369300	0.8077888930056400	0.9222345724754020	0.9991354822773870	7/9/23	July	Allen_Island2019	82
DRA190709_012	bim	W	DRA190709-012	7/9/19	JL	Seal Harbor Road		44.0119	-69.1362		85.9	2.0			17:11	7/12/19	9/25/20	41.1	2.03	41.1	2.03	2019_2	124.0	2019	40037.75555192350	Seal Harbor Road	Seal Harbor Road	1.0	69		0.23509605145490600	0.01285192503334940	Seal Harbor Road7/9/19	0.022598870056497200	0.018435920309247700	0.030032708890871200	0.0	0.8284269997026460	0.0	0.0	0.030032708890871200	0.01159678858162360	0.008623253047873920	0.8786797502230150	0.07106749925661610	7/9/23	July	Seal Harbor Road2019	83
