	species	caste	ID_number	date_of_collection	investigator	collection_site	Region	Latitude	Longitude	Forage_Plant	Temperature 	Wind	r.H.	H.I.	Time_of_Day	date_of_dissection	date_of_DNA_extraction	Concentration	Purity	QPCR_Concentration	QPCR_Purity	DNA_Storage	QPCR_Order	Year	CBombiConc	site_collapsed	site_collapsed_10k	Positive	days_Since_May1	faithpd	PC1	PC2	site_trip	Gammaproteobacteria	Alphaproteobacteria	Betaproteobacteria	Bifidobacterium	Bombiscardovia	Lactobacillus	Apibacter	Snodgrassella	Gilliamella	Schmidhempelia	core	Pseudomonadota	date_no_year	Month	site_year	trip_int
276	imp	Q	DRA180529-029	5/29/18	TM	Port Clyde	Knox	43.927	-69.259							6/20/18	11/13/18	89.9	1.97	89.9	1.97	2018_3	229.0	2018	0.1711069310766240	Coast_Port_Clyde_ME	Port_Clyde_ME	0.0	28	3.019459157088060	-0.09411602245573630	-0.10968715937977500	Port Clyde5/29/18	0.9509709921183070	0.04132607459169580	0.0029414154546193200	0.0	0.0	0.0	0.0	0.000520029251645405	0.014512066303729600	0.9185991712033800	0.9336312667587550	0.9952384821646220	5/29/23	May	Coast_Port_Clyde_ME2018	59
280	imp	W	MY180621-005	6/21/18	TM	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.661	catmint; clover	76.0	1.5			14:00	6/25/18	11/6/18	39.3	1.84	39.3	1.84	2018_3	182.0	2018	8.216827428279940	Colby_College	Colby_College	1.0	51	3.49925806769721	-0.038958450913085600	-0.15307748677871800	Eustis Parking Lot; Colby College 6/21/18	0.7909637714354	0.10082853671652500	0.0020115915473321500	0.0	0.0	0.10509072078711000	0.0	0.00048796032583799700	0.00031866796789420200	0.7856858332171520	0.8915831822979940	0.893803899699257	6/21/23	June	Colby_College2018	75
281	bim	W	MY180615-009	6/15/18	TM	Eustis 	Franklin	45.2084	-70.4737	Lupine	71.0	1.0			13:37	6/19/18	11/13/18	65.5	1.89	65.5	1.88	2018_3	194.0	2018	1.669779438523190	Eustis 	Stratton_ME	0.0	45	3.522604202208740	0.2632349471350750	-0.006712085288640750	Eustis 6/15/18	0.5124727408116590	0.3954576884208290	0.08111270677091640	0.0	0.0	0.0	0.0	0.0014360938247965500	0.0011169618637306500	0.0003723206212435510	0.0029253763097707600	0.9890431360034040	6/15/23	June	Eustis 2018	44
282	terri	W	TWM180615-006	6/15/18	TM	Eustis 	Franklin	45.2084	-70.4737	Lupine	71.0	1.0			13:37	6/20/18	11/13/18	27.8	1.96	27.8	1.96	2018_3	206.0	2018	1.7298869057881900	Eustis 	Stratton_ME	0.0	45	3.722522005974640	-0.041754185543579600	0.055277046396724700	Eustis 6/15/18	0.4847528354376200	0.03069762465225770	0.48305157286539700	0.0008559811684142950	0.0	0.0	0.0	0.4816071046436980	0.4019580569227480	0.0729402953135031	0.9573614380483630	0.998502032955275	6/15/23	June	Eustis 2018	44
283	bim	W	TWM180626-010	6/26/18	TM	Hancock	Hancock	44.5503	-68.3681		76.0				16:00	6/28/18	11/13/18	39.1	1.83	39.1	1.83	2018_3	218.0	2018	11408.69432079580	Ellsworth_ME	Ellsworth_ME	1.0	56	4.588749494496440	-0.01895956919004080	-0.12663156648644600	Hancock6/26/18	0.8136199166774790	0.14043737116002800	0.043535296746385300	0.0	0.0006631204140177890	0.0	0.0	0.033156020700889400	0.05744640977958450	0.6823076590407820	0.7735732099352740	0.9975925845838920	6/26/23	June	Ellsworth_ME2018	78
284	tern	Q	TWM180615-002	6/15/18	TM	New Portland	Somerset	44.9092	-70.1247		72.0	2.0			11:07	6/18/18	11/13/18	58.9	2.03	58.9	2.03	2018_3	230.0	2018	0.0591516105864882	Kingfield_ME	Kingfield_ME	0.0	45	6.267630576966380	0.1093677086677700	0.014011808362277200	New Portland6/15/18	0.5187300823762850	0.20888701821898900	0.26180025254043700	0.0	0.004449521977030850	0.00036077205219169000	0.0	0.1866394083338340	0.08333834405628040	0.15260657807708500	0.4273946244964220	0.9894173531357100	6/15/23	June	Kingfield_ME2018	65
29	vag	W	DRA180720-002	7/20/18	TM	Monhegan Island	Monhegan Island	43.764	-69.314							7/31/18	9/18/18	57.0	1.99	57.0	1.99	2018_1	25.0	2018	13.008474574213300	Monhegan_Island	Monhegan_Island	0.0	80		-0.058183085406408800	0.08146947346756780	Monhegan Island7/20/18	0.4817813765182190	0.0	0.5111336032388660	0.0	0.0	0.00708502024291498	0.0	0.5111336032388660	0.04149797570850200	0.02125506072874490	0.5809716599190280	0.992914979757085	7/20/23	July	Monhegan_Island2018	47
3	bor	M	DRA180814-004	8/14/18	TM	Allen Island; Trail	Allen Island	43.8755	-69.3113	Thistle					10:00	8/16/18	9/25/18	24.0	1.88	44.9	1.68	2018_1	56.0	2018	6.258544786776990	Allen_Island	Allen_Island	0.0	105	4.498583458867180	-0.10726890373197300	-0.024419273443858000	Allen Island; Trail8/14/18	0.7733496388406330	0.008331809454146480	0.20637514857822100	0.0	0.0	0.003885891926488070	0.0042859102130383100	0.20637514857822100	0.13248605650544000	0.00030858553533875800	0.3473415927585260	0.9880565968730000	8/14/23	August	Allen_Island2018	49
30	tern	W	MY180802-006	8/2/18	TM	Swans Island; Quarry	Swans Island	44.1399	-68.4339	rosa rugosa	72.0	1.5			13:56	8/3/18	9/11/18	25.5	1.9	25.5	1.9	2018_1	11.0	2018	65.53526516106950	Swans_Island_ME	Swans_Island_ME	1.0	93	2.858035058858080	-0.11481035130389900	-0.08380784081063350	Swans Island; Quarry8/2/18	0.9884540351156590	0.0005872516622208070	0.00035832304813472900	0.0	0.01025202054385480	0.0	0.0	0.00035832304813472900	0.7846777083250390	0.20371660628259700	0.9990046581996260	0.9893996098260140	8/2/23	August	Swans_Island_ME2018	57
31	bor	M	MY180814-001	8/14/18	TM	Allen Island; Trail	Allen Island	43.8755	-69.3113	Thistle					10:00	8/16/18	9/11/18	25.3	1.74	25.3	1.74	2018_1	19.0	2018	25004.430913267800	Allen_Island	Allen_Island	1.0	105	6.483961143804670	0.002025207459773150	0.07620714968277940	Allen Island; Trail8/14/18	0.3486390931028680	0.05659127897188390	0.5143498512823390	0.0029294573208373100	0.0	0.021606150737976300	0.009809753633761710	0.5143498512823390	0.23941859812559600	0.0004601829507828720	0.7885739940512940	0.9195802233570910	8/14/23	August	Allen_Island2018	49
32	imp	W	MY180731-002	7/31/18	TM	Eustis Parking Lot; Colby College	Kennebec	44.563	-69.661		83.0	2.0			13:26	8/6/18	10/18/18	35.2	1.89	35.2	1.89	2018_2	90.0	2018	19.04820552656740	Colby_College	Colby_College	0.0	91	2.775900652001190	-0.09104233665590960	-0.029425753307629300	Eustis Parking Lot; Colby College7/31/18	0.6509546762321120	0.00031760266038934300	0.2515786720472290	0.006912528490826890	0.005343197698314840	0.006258640660613530	0.05606621081343650	0.2515786720472290	0.32640212233307200	0.32378657101221800	0.9763479430557110	0.9028509509397300	7/31/23	July	Colby_College2018	46
33	imp	Q	DRA180509-009	5/9/18	TM	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.661							8/6/18	10/18/18	132.5	1.99	132.5	1.99	2018_1	80.0	2018	0.2631415038973500	Colby_College	Colby_College	0.0	8	3.113329377745360	0.01931456987704240	0.2164118680705850	Eustis Parking Lot; Colby College 5/9/18	0.007802746566791510	0.0	0.9890761548064920	0.0	0.0	0.0	0.0	0.9887640449438200	0.002418851435705370	0.002730961298377030	0.9939138576779030	0.9968789013732830	5/9/23	May	Colby_College2018	37
34	tern	W	TWM180719-005	7/19/18	TM	Manset Union Church	MDI	44.2662	-68.3096		75.0	0.0			15:05	7/25/18	10/9/18	23.3	1.91	41.1	1.66	2018_1	64.0	2018	8.614428348391390	MDI_Southwest_Harbor	MDI_Southwest_Harbor	0.0	79	4.782596164542580	-0.06078845895215390	0.061445627387104600	Manset Union Church7/19/18	0.49023907646161800	0.0	0.49374267458127000	0.0	0.015211665217336500	6.30143546699938E-05	2.52057418679975E-05	0.49374267458127000	0.3356648644561230	0.1541457143937390	0.9988531387450060	0.9839817510428880	7/19/23	July	MDI_Southwest_Harbor2018	41
35	imp	W	DRA180814-017	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/25/18	20.6	1.81	36.4	1.58	2018_1	52.0	2018	764.1736516263010	Allen_Island	Allen_Island	1.0	105	5.373389486559030	-0.06245064316632780	0.06912327572591630	Allen Island; Garden8/14/18	0.4548796395114430	9.2230259430544E-05	0.5090715048025610	0.02170046246887230	0.007167608732887990	0.004031779912249500	0.0	0.5090715048025610	0.00018446051886108800	0.4372900114629040	0.9794458278983360	0.964043374573435	8/14/23	August	Allen_Island2018	43
36	per	W	TWM180724-025	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/30/18	9/18/18	30.6	1.92	30.6	1.92	2018_1	38.0	2018	1464.0473082289700	Allen_Island	Allen_Island	1.0	84	8.26223204813104	-0.12448224208976200	-0.09596362558685210	Allen Island7/24/18	0.9975152676326190	0.00021953458667624600	0.0009280325709495870	0.0	0.0	0.0	0.0	0.0009280325709495870	0.08811320001596620	0.8978864806609990	0.9869277132479140	0.9986628347902450	7/24/23	July	Allen_Island2018	40
37	bor	W	TWM180703-005	7/3/18	TM	Bingham	Somerset	44.9787	-69.8669						15:45	7/6/18	9/18/18	27.6	2.11	27.6	2.11	2018_1	26.0	2018	16.34762906613750	Solon_ME	Solon_ME	0.0	63	4.705812815168270	-0.06405049378864530	0.0454532533860712	Bingham7/3/18	0.45873390591268400	0.0	0.44772236631618200	0.0016540606022954900	0.001685122773230620	0.0025548635594141700	0.08392998586671220	0.44772236631618200	0.45831456660506000	0.00024849736748101300	0.9961094630903750	0.906456272228866	7/3/23	July	Solon_ME2018	55
38	bim	M	TWM180731-001	7/31/18	TM	Eustis Parking Lot; Colby College	Kennebec	44.563	-69.661		83.0	2.0			13:26	8/6/18	9/11/18	29.6	2.02	29.6	2.02	2018_1	13.0	2018	13.004236263507200	Colby_College	Colby_College	0.0	91	2.100782379028560	-0.06251197281434500	0.0502265743166496	Eustis Parking Lot; Colby College7/31/18	0.5340628558185460	0.0006650343097246150	0.45638483318722700	0.001118466793627760	0.004594782503551890	0.0	0.0	0.45638483318722700	0.5331156857410600	0.0003828985419626570	0.9955966667674300	0.9911127233154980	7/31/23	July	Colby_College2018	46
39	imp	M	MY180814-008	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/11/18	113.7	1.98	113.7	1.98	2018_1	12.0	2018	1088.550953282260	Allen_Island	Allen_Island	1.0	105	6.071568454276400	0.13206420711923900	0.03346946831342190	Allen Island; Garden8/14/18	0.5548509197157850	0.022943090510658100	0.0030878544392057900	0.0	0.0013945149080284200	0.00013281094362175400	0.06428049671292910	0.0030878544392057900	0.0042831529318015800	0.0013945149080284200	0.07457334484361510	0.5808818646656490	8/14/23	August	Allen_Island2018	43
4	tern	W	TWM180814-017	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/25/18	24.4	2.06	42.6	1.66	2018_1	45.0	2018	91581.81623182360	Allen_Island	Allen_Island	1.0	105	2.956442239021390	-0.0782978820257002	-0.04732402237813090	Allen Island; Garden8/14/18	0.997486958839432	0.0009709477211285840	0.0003998020028176520	0.0	0.0	0.0	0.0	0.0003998020028176520	0.07476297452690100	0.597285154018962	0.6724479305486810	0.9988577085633780	8/14/23	August	Allen_Island2018	43
40	bim	M	TWM180731-008	7/31/18	TM	Eustis Parking Lot; Colby College	Kennebec	44.563	-69.661		83.0	2.0			13:26	8/6/18	10/18/18	27.5	1.93	27.5	1.93	2018_2	91.0	2018	32.66600468108590	Colby_College	Colby_College	0.0	91	7.065055522135220	-0.021117099964774900	0.12454280126372900	Eustis Parking Lot; Colby College7/31/18	0.2858771229909950	0.007785250199475660	0.6761313119799390	0.003510771685854330	0.011364413541547900	0.0	0.0	0.6761313119799390	0.28364299555454200	0.00020517496865382400	0.974854667730537	0.9697936851704090	7/31/23	July	Colby_College2018	46
41	vag	M	MY180814-007	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	10/18/18	27.7	2.03	27.7	2.03	2018_1	81.0	2018	235840.7502868800	Allen_Island	Allen_Island	1.0	105	7.127732796259850	0.1457538335083180	0.048821204306731900	Allen Island; Garden8/14/18	0.7507898589812750	0.20960160283578600	0.0030438468058873400	0.0	0.0	0.00011558911921091200	0.0	0.002273252677814600	0.0013485397241273000	0.0021576635586036800	0.005895045079756490	0.9634353086229480	8/14/23	August	Allen_Island2018	43
42	per	M	TWM180724-009	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/25/18	10/9/18	29.2	1.72	29.2	1.72	2018_1	65.0	2018	13.407969463919300	Allen_Island	Allen_Island	0.0	84	15.34355266888770	-0.07526359549512680	-0.07265281495243490	Allen Island7/24/18	0.8607330351934670	0.0018471709119191100	0.05016527318685590	0.026200661092747400	0.0006805366517596730	0.03485319852226330	0.00014582928251993	0.04651954112385770	0.04647093136301770	0.0009235854559595570	0.15579428349212500	0.9127454792922420	7/24/23	July	Allen_Island2018	40
43	bor	Q	JLS180814-001	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/25/18	53.5	1.83	53.5	1.83	2018_1	53.0	2018	19.11841038399630	Allen_Island	Allen_Island	1.0	105	5.689525999974560	0.0428650485330724	0.00644705874641087	Allen Island; Garden8/14/18	0.4267426004652280	0.16416138605919600	0.30570305606802000	0.033672896446619100	0.0	0.05292371861714930	0.0	0.30570305606802000	0.16305446378439100	0.0002406352771316280	0.5555947701933100	0.8966070425924440	8/14/23	August	Allen_Island2018	43
44	vag	M	TWM180711-015	7/11/18	TM	Aurora	Hancock	44.8574	-68.3201		77.0	0.0			14:59	7/25/18	9/18/18	34.2	2.05	34.2	2.05	2018_1	43.0	2018	57.49529644207850	Aurora_ME	Aurora_ME	1.0	71	1.529783078677180	-0.02143872333242410	0.13772474137637300	Aurora7/11/18	0.25969185289912100	0.0	0.733391706697942	0.0013575823787413800	0.005301801005735590	0.0	0.0	0.733391706697942	0.2032919364426520	0.001727101842777500	0.9450701283678490	0.9930835595970630	7/11/23	July	Aurora_ME2018	79
45	bor	M	TWM180724-023	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/30/18	9/18/18	26.0	1.9	26.0	1.9	2018_1	28.0	2018	62.25152950917500	Allen_Island	Allen_Island	1.0	84	4.354570518124400	-0.0031474185118229600	0.15278624280047500	Allen Island7/24/18	0.17864803640518800	0.00032075055630174600	0.800282661427741	0.0	0.0	0.00046107892468376	0.003067177194635450	0.800282661427741	0.17593168013150800	0.00028065673676402800	0.9800232544153320	0.9792514483892310	7/24/23	July	Allen_Island2018	40
46	bim	W	TWM180621-002	6/21/18	TM	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.661	catmint; clover	76.0	1.5			14:00	6/25/18	9/10/18	61.9	2.11	61.9	2.11	2018_1	1.0	2018	0.7809677599988430	Colby_College	Colby_College	0.0	51	3.33368091894198	-0.030840842656293000	0.12200950044009000	Eustis Parking Lot; Colby College 6/21/18	0.30820599769079500	0.0	0.6892247521765810	0.0	0.0018307207422740500	0.0	0.0	0.6892247521765810	0.30739465554365100	0.00021843827038497100	0.9986685667328920	0.9974307498673770	6/21/23	June	Colby_College2018	75
47	vag	W	TWM180802-001	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/6/18	9/11/18	24.0	1.81	42.3	1.6	2018_1	17.0	2018	533.8617792652140	Swans_Island_ME	Swans_Island_ME	1.0	93	5.737778355678110	-0.11052964331355100	-0.08666577961349430	Swans Island; Roadside8/2/18	0.9806790209465420	0.00033672379359992600	0.005561748177047050	0.0	0.0037155728948957300	0.0	0.00016255631415168800	0.005561748177047050	0.0022525660675305400	0.004899911755143750	0.016592355208768800	0.9865774929171890	8/2/23	August	Swans_Island_ME2018	52
48	bor	M	MY180814-011	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	10/18/18	32.6	1.97	32.6	1.97	2018_2	88.0	2018	13500.036486627900	Allen_Island	Allen_Island	1.0	105	7.442280648240870	0.028075566254827700	0.03714340764649720	Allen Island; Garden8/14/18	0.39604273217353500	0.16713729981635400	0.4199956556940030	0.0004344305997116960	0.0	0.0004541774451531370	0.009044055212179850	0.4199956556940030	0.2490077210165680	0.00015797476353152600	0.6790940147311470	0.9831756876838930	8/14/23	August	Allen_Island2018	43
49	imp	W	TWM180719-001	7/19/18	TM	Agamont Park	MDI	44.3905	-68.2049		73.0	0.0			12:24	7/25/18	10/9/18	35.7	1.79	35.7	1.79	2018_1	75.0	2018	10.489489133817800	MDI_Bar_Harbor	MDI_Bar_Harbor	0.0	79	4.971333687611280	-0.10666517240726400	-0.07627192040552890	Agamont Park7/19/18	0.6652033030208010	6.53287341904463E-05	0.16367461064074400	0.004886589317445390	0.001920664785199120	0.010374202989442900	0.1533396048918160	0.16367461064074400	0.5629507682659140	0.10090676283056300	0.9980532037211250	0.8289432423957350	7/19/23	July	MDI_Bar_Harbor2018	71
5	tern	W	TWM180719-006	7/19/18	TM	Manset Union Church	MDI	44.2662	-68.3096		75.0	0.0			15:05	7/25/18	9/18/18	33.7	1.94	33.7	1.94	2018_1	32.0	2018	0.0	MDI_Southwest_Harbor	MDI_Southwest_Harbor	0.0	79	5.794937350837990	-0.12320725246359200	-0.09463771031675510	Manset Union Church7/19/18	0.9942306864335020	0.0009041461559436850	0.0033152025717935100	0.0	0.0	0.000330085104550869	0.0	0.0032003903615149500	0.17584925156790400	0.8174055310782300	0.9967852581122000	0.9984500351612390	7/19/23	July	MDI_Southwest_Harbor2018	41
51	per	M	TWM180814-004	8/14/18	TM	Allen Island; Trail	Allen Island	43.8755	-69.3113	Thistle					10:00	8/16/18	9/25/18	35.4	1.84	35.4	1.84	2018_1	50.0	2018	38256.57459939050	Allen_Island	Allen_Island	1.0	105	6.448962097683310	0.22071858924922900	-0.031067322003784200	Allen Island; Trail8/14/18	0.007109207708779440	0.014355460385439000	0.0012334047109207700	0.00015417558886509600	0.0	0.00011991434689507500	0.00010278372591006400	0.0012334047109207700	0.0011477516059957200	0.00015417558886509600	0.00291220556745182	0.022698072805139200	8/14/23	August	Allen_Island2018	49
52	terri	W	MY180703-002	7/3/18	TM	Seboomook Lake 	Somerset	45.7868	-70.3613		80.0	1.0			12:30	7/6/18	9/18/18	46.6	2.01	46.6	2.01	2018_1	40.0	2018	5.0300017232756900	Seboomook_Lake_ME	Seboomook_Lake_ME	0.0	63	2.098803012950260	-0.09396274677600920	-0.03827126087314300	Seboomook Lake 7/3/18	0.8270036724994600	0.0	0.16701951465399300	0.005184705119896310	0.0	0.0	7.20097933318931E-05	0.16701951465399300	0.8256210844674880	0.0004608626773241160	0.998358176712033	0.9940231871534530	7/3/23	July	Seboomook_Lake_ME2018	80
53	bim	W	MY180711-004	7/11/18	TM	Little Pembroke Brook	Washington	44.911	-67.8002		75.0	0.0			13:52	7/25/18	9/18/18	57.2	2.05	57.2	2.05	2018_1	29.0	2018	0.0	Little Pembroke Brook	Pickerel_Lake	0.0	71	6.002471952479410	-0.0822450710841394	-0.12733606039399000	Little Pembroke Brook7/11/18	0.7758401097286180	9.79719800137161E-05	0.007347898501028710	0.0	0.0	0.0	0.00019594396002743200	0.007347898501028710	0.08729303419222100	0.6856079161359850	0.7804447927892620	0.78328598020966	7/11/23	July	Little Pembroke Brook2018	39
54	vag	W	MY180802-001	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/3/18	9/11/18	23.0	1.9	39.9	1.65	2018_1	4.0	2018	11465.521023063100	Swans_Island_ME	Swans_Island_ME	1.0	93	20.596053262056	-0.10184643153922600	-0.10220212927274500	Swans Island; Roadside8/2/18	0.8384679433805160	0.022980849292256500	0.022481265611990000	0.0	0.0	0.0	0.0	0.022481265611990000	0.011990008326394700	0.030308076602831000	0.06477935054121570	0.8839300582847630	8/2/23	August	Swans_Island_ME2018	52
55	vag	W	DRA180814-007	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/11/18	50.1	1.84	50.1	1.84	2018_1	79.0	2018	39403.57032198750	Allen_Island	Allen_Island	1.0	105	7.623163976217260	-0.10425737025021000	-0.055366885011295100	Allen Island; Garden8/14/18	0.8165923388168580	0.017159396320033100	0.15780147080539900	0.0006497533890546090	0.0	0.00011813697982811100	0.0	0.15780147080539900	0.08136684485661120	0.35150181635606500	0.5914380223869580	0.99155320594229	8/14/23	August	Allen_Island2018	43
56	bim	Q	TWM180607-003	6/7/18	FJ	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.661							6/11/18	10/19/18	143.8	2.16	143.8	2.16	2018_2	93.0	2018	12.205135769671200	Colby_College	Colby_College	1.0	37	17.65894970216270	0.2686811659093010	-0.015356726155802000	Eustis Parking Lot; Colby College 6/7/18	0.042882625758116300	0.6191937210132000	0.2142704245451300	0.0	0.009347128077060290	0.0	0.0	0.011487691758829800	0.005422761327149480	0.0	0.026257581163039600	0.8763467713164470	6/7/23	June	Colby_College2018	64
57	ruf	W	TWM180724-018	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/30/18	10/9/18	24.7	1.78	42.9	1.68	2018_1	74.0	2018	29559.96882051550	Allen_Island	Allen_Island	1.0	84	14.23703129636080	-0.051245663497750700	-0.12531865430477100	Allen Island7/24/18	0.7886904761904760	0.09646358543417370	0.025035014005602200	0.0	0.003326330532212890	0.0	0.0	0.010679271708683500	0.140406162464986	0.014355742296918800	0.1687675070028010	0.9101890756302520	7/24/23	July	Allen_Island2018	40
58	bor	W	DRA180720-010	7/20/18	TM	Monhegan Island	Monhegan Island	43.764	-69.314							7/31/18	10/9/18	41.8	1.92	41.8	1.92	2018_1	63.0	2018	24.639613097544500	Monhegan_Island	Monhegan_Island	1.0	80	3.867121278452590	-0.06922794615674710	0.021581449454081000	Monhegan Island7/20/18	0.5519912578921810	0.0	0.3901408450704230	0.0	0.0	0.0	0.05138416707139390	0.3901408450704230	0.5511413307430790	0.00026711996114618700	0.9929334628460420	0.9421321029626030	7/20/23	July	Monhegan_Island2018	47
59	imp	M	DRA180814-003	8/14/18	TM	Allen Island; Trail	Allen Island	43.8755	-69.3113	Thistle					10:00	8/16/18	9/25/18	44.2	1.8	44.2	1.8	2018_1	51.0	2018	19.694466793228100	Allen_Island	Allen_Island	0.0	105	4.490418037002530	-0.10037197092595900	-0.09538161790324260	Allen Island; Trail8/14/18	0.6577846196907140	0.005388006437618080	0.1287663564481140	0.06850465327828700	0.019564761038415800	0.0009796375341123790	0.0972500174935274	0.1287663564481140	0.07852494577006510	0.5775383108249950	0.9711286823875170	0.7919389825764470	8/14/23	August	Allen_Island2018	49
60	bim	W	TWM180711-001	7/11/18	TM	Baileyville Big Stop	Washington	45.1235	-67.3506		70.0	1.5			12:37	7/25/18	9/18/18	56.2	1.93	56.2	1.93	2018_1	39.0	2018	6.678147134014920	Baring_ME	Baring_ME	0.0	71	4.522271790911210	-0.01287187968007260	0.15106108800016500	Baileyville Big Stop7/11/18	0.20701422156390300	4.68739746318049E-05	0.7809672913405020	0.0	0.009646663979225450	0.0	0.0	0.7809672913405020	0.20632986153427900	0.00045936495139168800	0.9974031818053980	0.9880283868790370	7/11/23	July	Baring_ME2018	48
61	ruf	W	TWM180724-022	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/30/18	9/18/18	44.0	2.1	44.0	2.1	2018_1	23.0	2018	15217.390115467200	Allen_Island	Allen_Island	1.0	84	1.425364181917920	-0.1570584564050330	-0.09151093314221960	Allen Island7/24/18	0.9971369861524360	0.0	0.0004385122475383520	0.0	2.17444089688439E-05	0.0	0.0	0.0004385122475383520	0.0002464366349802310	0.00025006070314170500	0.000956753994629131	0.9975754983999740	7/24/23	July	Allen_Island2018	40
62	tern	W	TWM180626-007	6/26/18	TM	East Hancock	Hancock	44.63	-68.1405		73.0				15:40	6/28/18	9/10/18	28.4	2.16	28.4	2.16	2018_1	3.0	2018	2.384567328726360	East Hancock	East Hancock	0.0	56	5.386425107101570	-0.12136638306711900	-0.09788969256713180	East Hancock6/26/18	0.9796707101847510	0.0	0.008489153988785380	0.0	8.93595156714251E-05	0.0	0.0	0.008489153988785380	0.000759555883207113	0.9783079775707620	0.9876460469584260	0.9881598641735360	6/26/23	June	East Hancock2018	63
63	tern	W	TWM180802-007	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/3/18	9/11/18	19.3	1.82	30.1	1.53	2018_1	14.0	2018	58.79995257509790	Swans_Island_ME	Swans_Island_ME	1.0	93	3.371384982335570	-0.09154230768951870	-0.008613129358999740	Swans Island; Roadside8/2/18	0.7032479130973650	0.0002041337075784640	0.29119673386067900	0.0	0.004709656253417420	0.0	2.91619582254948E-05	0.29116028141289700	0.2557576641271460	0.44710385302373100	0.9987606167754170	0.9946487806656220	8/2/23	August	Swans_Island_ME2018	52
64	terri	W	TWM180703-001	7/3/18	TM	Jackman	Somerset	45.6111	-70.2116		80.0	5.0			13:30	7/6/18	10/19/18	48.3	1.9	48.3	1.9	2018_2	92.0	2018	5.469253211782590	Jackman_ME	Jackman_ME	0.0	63	6.992851406839450	-0.026515241607745800	0.14785272322585400	Jackman7/3/18	0.2527652437806970	0.0	0.7309427784211160	0.0093239627840115	0.0	0.0015772870662460600	0.0006788324082577970	0.7309427784211160	0.2520464800543070	0.0002395879087968690	0.9948089286427350	0.9837080222018130	7/3/23	July	Jackman_ME2018	53
65	imp	W	TWM180711-014	7/11/18	TM	Aurora	Hancock	44.8574	-68.3201		77.0	0.0			14:59	7/25/18	10/9/18	27.3	1.8	27.3	1.8	2018_1	72.0	2018	775.056203145193	Aurora_ME	Aurora_ME	1.0	71	5.045454093881750	-0.1147668342161280	-0.17560386566892400	Aurora7/11/18	0.5867194286265800	0.0	0.05274587395039090	0.0	0.0	0.015635556413473600	0.3316282212141690	0.052649358170060800	0.00048257890165042000	0.5852234340314640	0.9856191487308180	0.6394653025769710	7/11/23	July	Aurora_ME2018	79
66	bor	M	TWM180724-014	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/25/18	10/9/18	30.2	1.89	30.2	1.89	2018_1	60.0	2018	52.34683263774400	Allen_Island	Allen_Island	1.0	84	5.52896537627834	-0.06274457160162990	0.046853602911779900	Allen Island7/24/18	0.46380805255173800	6.95865169164823E-05	0.44787274017786300	0.005205071465352870	0.0	0.009783864278457410	0.07095041264804530	0.44777531905418000	0.4630704354724230	8.35038202997787E-05	0.9968686067387580	0.9117503792465170	7/24/23	July	Allen_Island2018	40
67	vag	W	MY180814-010	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/25/18	21.8	1.92	42.9	1.66	2018_1	49.0	2018	2996.9929504668200	Allen_Island	Allen_Island	1.0	105	8.720939553171890	-0.03820746505092520	-0.1368833449614500	Allen Island; Garden8/14/18	0.8565542409794570	0.13932544587674400	0.000765201012419801	7.84821551199796E-05	0.0	0.00011772323267996900	0.0	0.000765201012419801	0.000765201012419801	0.0018835717228795100	0.003610179135519060	0.9966448878686210	8/14/23	August	Allen_Island2018	43
